Epoch,LR,Train Loss,Train Acc,Test Loss,Test Acc,Time(s)
76,0.24705882352941178,0.0037264111580948035,99.90333333333334,1.8217234924316406,73.08,36.7027804851532
76,0.24705882352941178,0.003134517610321442,99.92666666666666,1.8799131134033202,71.59,36.79154086112976
75,0.25,0.00189182248711586,99.96,1.6658796813964845,76.23,37.629913568496704
77,0.24411764705882355,0.0038144210319966078,99.91333333333333,1.821540023803711,73.01,36.71656823158264
77,0.24411764705882355,0.0032908063078920047,99.92,1.8788152465820311,71.67,36.75777316093445
76,0.24705882352941178,0.0019077283156414826,99.96,1.6666777282714844,76.11,37.62286901473999
78,0.2411764705882353,0.002783863401847581,99.95333333333333,1.8144287445068359,72.96,36.80526304244995
78,0.2411764705882353,0.0025731616128236057,99.94666666666667,1.894969253540039,71.53,36.7666392326355
77,0.24411764705882355,0.002116181955424448,99.95,1.6636004699707032,76.18,37.61658525466919
79,0.23823529411764707,0.003303945988913377,99.92333333333333,1.8224149139404298,73.23,36.67953562736511
79,0.23823529411764707,0.002651167671754956,99.94,1.8990461791992188,71.41,36.786773920059204
80,0.23529411764705885,0.0030633203584079943,99.94,1.8145454956054687,73.05,36.680718660354614
78,0.2411764705882353,0.0022711473916967708,99.94333333333333,1.6773364105224609,76.27,37.605186223983765
80,0.23529411764705885,0.0025956368683837353,99.92666666666666,1.899944223022461,71.68,36.761279344558716
81,0.23235294117647062,0.0027050445172314844,99.92666666666666,1.801929559326172,73.39,36.652570486068726
79,0.23823529411764707,0.002182104744948447,99.94333333333333,1.6720611938476562,76.3,37.59816884994507
81,0.23235294117647062,0.002331533485216399,99.94333333333333,1.8987130493164062,71.62,36.701436042785645
82,0.22941176470588234,0.0027482295257349808,99.94666666666667,1.8048330047607422,73.14,36.69282078742981
80,0.23529411764705885,0.001658964970583717,99.96333333333334,1.6730650329589845,76.47,37.592782497406006
82,0.22941176470588234,0.001972875600059827,99.95333333333333,1.9020796539306641,71.44,36.746809244155884
83,0.22647058823529412,0.0025840875525648395,99.93,1.815050439453125,73.6,36.68051552772522
81,0.23235294117647062,0.0017072663542504112,99.95333333333333,1.6848440551757813,76.19,37.596088886260986
83,0.22647058823529412,0.002715977898457398,99.92666666666666,1.905756719970703,71.72,36.69048595428467
84,0.2235294117647059,0.002172204092331231,99.94333333333333,1.8210721313476563,73.31,36.73669695854187
82,0.22941176470588234,0.002588150063312302,99.92666666666666,1.6824719360351563,76.28,37.618794441223145
84,0.2235294117647059,0.0016988677498263618,99.95333333333333,1.9013932678222656,71.65,36.65406680107117
85,0.22058823529411767,0.0020174844886486727,99.94333333333333,1.8182103210449219,73.4,36.682758808135986
83,0.22647058823529412,0.0017152249779397001,99.96,1.674028237915039,76.38,37.59974241256714
85,0.22058823529411767,0.0019872467627127964,99.94333333333333,1.8997414428710937,71.7,36.73248243331909
86,0.21764705882352942,0.001842920234426856,99.95333333333333,1.8119132293701172,73.34,36.63445782661438
84,0.2235294117647059,0.0012083382183065018,99.97333333333333,1.6734203552246094,76.42,37.572229862213135
86,0.21764705882352942,0.0017475020471960307,99.96,1.8973082794189453,71.7,36.74163746833801
87,0.2147058823529412,0.0024166067167806127,99.93666666666667,1.8170898132324218,73.38,36.8299663066864
85,0.22058823529411767,0.0012718592908543846,99.96666666666667,1.6685594879150392,76.41,37.61339020729065
87,0.2147058823529412,0.0016577530019295712,99.96333333333334,1.8977405700683594,71.87,36.737653493881226
88,0.21176470588235297,0.001743707390067478,99.95333333333333,1.8179665313720703,73.45,36.675822496414185
86,0.21764705882352942,0.0010681828122275571,99.96666666666667,1.6691623229980468,76.5,37.58030557632446
88,0.21176470588235297,0.0014642464231078823,99.95666666666666,1.908778094482422,71.89,36.67042660713196
89,0.20882352941176474,0.0022144915629178285,99.93333333333334,1.817693359375,73.37,36.78599190711975
87,0.2147058823529412,0.0013891601219773292,99.96,1.6675896087646485,76.54,37.60256767272949
89,0.20882352941176474,0.0018359546742712457,99.96,1.9055787200927734,72.06,36.6258327960968
90,0.20588235294117646,0.0020672362640500068,99.94666666666667,1.828325131225586,73.3,36.833481788635254
88,0.21176470588235297,0.0012958470994606614,99.97333333333333,1.6682349334716797,76.65,37.58083438873291
90,0.20588235294117646,0.0014682125994625191,99.96333333333334,1.9053842071533202,71.7,36.65664052963257
91,0.20294117647058824,0.0019001103945076466,99.94,1.8290636322021485,73.53,36.740681171417236
