Epoch,LR,Train Loss,Train Acc,Test Loss,Test Acc,Time(s)
77,0.24411764705882355,0.0017900468373298645,99.956,1.728408560180664,76.27,230.32852220535278
78,0.2411764705882353,0.0019326568823121487,99.954,1.721815985107422,76.6,230.30068016052246
79,0.23823529411764707,0.0017062120659649372,99.956,1.735120394897461,76.68,230.4483926296234
80,0.23529411764705885,0.0013545892603881657,99.966,1.7294874816894532,76.1,230.45053911209106
81,0.23235294117647062,0.0018024223056435586,99.956,1.741172232055664,76.33,230.3210473060608
82,0.22941176470588234,0.0013875763428024947,99.96,1.7283650024414063,76.36,230.47415733337402
83,0.22647058823529412,0.0009747098815441131,99.978,1.728471435546875,76.21,230.62196946144104
84,0.2235294117647059,0.0009850033351872117,99.976,1.736392514038086,76.37,230.4670262336731
85,0.22058823529411767,0.0011794224372133613,99.974,1.7460864196777344,76.37,230.5173532962799
86,0.21764705882352942,0.0009892006276082247,99.976,1.733691619873047,76.67,230.38405394554138
87,0.2147058823529412,0.000905135690215975,99.974,1.7352595489501954,76.49,230.38293266296387
88,0.21176470588235297,0.0009546776520181447,99.978,1.730891864013672,76.51,230.54134368896484
89,0.20882352941176474,0.0012005089192278684,99.97,1.7449110473632812,76.34,230.41287851333618
90,0.20588235294117646,0.000877051756232977,99.972,1.7456040954589844,76.44,230.48650693893433
91,0.20294117647058824,0.001132967682685703,99.97,1.7428881225585937,76.3,230.27102732658386
92,0.2,0.0007571589470468462,99.982,1.7510609436035156,76.38,230.40715789794922
93,0.1970588235294118,0.0010323741033300758,99.968,1.7440013031005859,76.32,230.29005575180054
94,0.19411764705882353,0.0008917183326091618,99.972,1.7447818328857423,76.5,230.47138571739197
95,0.1911764705882353,0.0008378772569727152,99.974,1.742591812133789,76.44,230.46660542488098
96,0.18823529411764706,0.0009028912978991866,99.97,1.7426442962646485,76.39,230.3963930606842
97,0.18529411764705883,0.0010466122668515892,99.964,1.749368212890625,76.37,230.54721593856812
98,0.1823529411764706,0.0009517539441166445,99.972,1.74691083984375,76.5,230.13217663764954
99,0.17941176470588238,0.0007113112945761531,99.982,1.7501084106445313,76.5,230.50675415992737
100,0.17647058823529413,0.0007925122374575585,99.972,1.7569051818847656,76.54,230.5253701210022
101,0.1735294117647059,0.0008728730881400407,99.972,1.7630427642822266,76.6,230.51663970947266
102,0.17058823529411765,0.000796257348805666,99.974,1.7594836822509765,76.47,230.4554579257965
103,0.16764705882352943,0.0008186820195382461,99.976,1.7581326995849609,76.54,230.49577140808105
104,0.16470588235294117,0.0007648626408167183,99.982,1.7642090606689453,76.51,230.69086241722107
105,0.16176470588235295,0.0008256903036031872,99.968,1.7623449340820312,76.5,230.4156789779663
106,0.1588235294117647,0.0009295818491652607,99.972,1.7606595458984375,76.56,230.35578799247742
107,0.15588235294117647,0.0007960567526798696,99.972,1.7664878204345704,76.49,230.33489394187927
108,0.15294117647058825,0.0006588154643774033,99.982,1.7628401489257812,76.65,230.38789820671082
109,0.15000000000000002,0.0007872232222650201,99.97,1.7612984191894532,76.56,230.45191383361816
110,0.14705882352941177,0.0008866502279601991,99.972,1.7600889251708984,76.57,230.52986764907837
111,0.14411764705882354,0.0005725839939247817,99.982,1.758688491821289,76.52,230.44789457321167
112,0.14117647058823532,0.0006715582770947367,99.978,1.7587575744628907,76.6,230.2757122516632
113,0.13823529411764707,0.000713392623802647,99.972,1.7637291290283204,76.65,230.45974802970886
114,0.13529411764705884,0.0007931264449376613,99.968,1.7606537719726563,76.53,230.4475612640381
115,0.1323529411764706,0.0006190340211382135,99.98,1.767763119506836,76.46,230.41586804389954
116,0.12941176470588237,0.0005632118744775653,99.98,1.7668289520263671,76.54,230.50410723686218
117,0.1264705882352941,0.0006203898629965261,99.98,1.7619122955322266,76.64,230.46154808998108
118,0.12352941176470589,0.0006687335449550301,99.968,1.7594197967529297,76.57,230.76098251342773
119,0.12058823529411765,0.000614902356415987,99.976,1.7672977722167968,76.68,230.527601480484
120,0.11764705882352942,0.0005475185230979695,99.98,1.76864677734375,76.69,230.4518404006958
121,0.11470588235294117,0.0006794951446773485,99.978,1.774950946044922,76.49,230.406751871109
122,0.11176470588235295,0.0005437953877076506,99.98,1.7769856628417968,76.52,230.46605277061462
123,0.10882352941176471,0.0005938734132517129,99.976,1.7805237548828126,76.61,230.35224390029907
124,0.10588235294117648,0.0005424826044798829,99.984,1.7723847045898438,76.47,230.5468029975891
125,0.10294117647058823,0.0005912363439798355,99.98,1.7682092834472656,76.53,230.26440167427063
126,0.1,0.0005322611442673951,99.974,1.7691407318115235,76.59,230.48859930038452
127,0.09705882352941177,0.000622699650041759,99.972,1.7757477020263672,76.68,230.42594933509827
128,0.09411764705882353,0.0005486221996229142,99.978,1.7759544158935547,76.61,230.44163966178894
129,0.0911764705882353,0.0005611699966574088,99.982,1.7762502838134766,76.57,230.34432458877563
130,0.08823529411764706,0.0005738582417741418,99.974,1.77482939453125,76.7,230.38052010536194
131,0.08529411764705883,0.0006582870831899345,99.972,1.7777606689453125,76.49,230.35137176513672
132,0.08235294117647059,0.0005683057592483238,99.978,1.7808447265625,76.52,230.5345962047577
133,0.07941176470588235,0.000602305305711925,99.974,1.7764613739013673,76.59,230.4558708667755
134,0.07647058823529412,0.0006201847506314516,99.974,1.780942514038086,76.76,230.52484369277954
135,0.07352941176470588,0.0005441629084199667,99.984,1.7777104187011719,76.64,230.41289019584656
136,0.07058823529411766,0.0006697210837900638,99.968,1.7793108520507812,76.54,230.30819368362427
137,0.06764705882352942,0.0005266421857313253,99.978,1.7775565185546875,76.65,230.45460414886475
138,0.06470588235294118,0.0005342964465916157,99.976,1.7770203155517579,76.61,230.21699786186218
139,0.061764705882352944,0.00048290561619680376,99.98,1.7782626831054686,76.55,230.43566465377808
140,0.05882352941176471,0.0004330077524296939,99.986,1.783533349609375,76.55,230.51277899742126
141,0.05588235294117647,0.0005005745685845613,99.984,1.7798871948242188,76.58,230.4367711544037
142,0.05294117647058824,0.00047308151626959444,99.98,1.7773177001953124,76.56,230.445458650589
143,0.05,0.0005033608356118202,99.984,1.7783399658203125,76.47,230.4189875125885
144,0.047058823529411764,0.0005968684751726686,99.972,1.7819439727783204,76.63,230.5025818347931
145,0.04411764705882353,0.0004996114565758035,99.98,1.777464324951172,76.55,230.4682297706604
146,0.041176470588235294,0.0005078754602279514,99.974,1.7781005310058593,76.57,230.43412613868713
147,0.03823529411764706,0.0004808410322666168,99.984,1.7834565521240235,76.54,230.4453501701355
148,0.03529411764705883,0.0005466130521893501,99.976,1.7828014862060546,76.57,230.32348585128784
149,0.03235294117647059,0.00047758742093108596,99.98,1.7842001556396485,76.49,230.36641192436218
150,0.029411764705882356,0.0005202993925660849,99.98,1.7842475646972655,76.47,230.3095338344574
151,0.02647058823529412,0.000485613517742604,99.984,1.7815121459960936,76.63,230.39113879203796
152,0.023529411764705882,0.0004705734860058874,99.98,1.7842442016601563,76.63,230.35769724845886
153,0.020588235294117647,0.00046396483312826606,99.982,1.7820316467285156,76.63,230.2815215587616
154,0.017647058823529415,0.0005469259402435273,99.974,1.7797486999511718,76.55,230.43080472946167
155,0.014705882352941178,0.0005296397288050502,99.976,1.7820420776367187,76.59,230.41931438446045
156,0.011764705882352941,0.0004611263857712038,99.978,1.7815566467285155,76.63,230.3171992301941
157,0.008823529411764707,0.0005055983045441099,99.976,1.7827198211669921,76.56,230.26462984085083
158,0.0058823529411764705,0.000431267266664654,99.986,1.7856381622314452,76.57,230.47035312652588
159,0.0029411764705882353,0.00044165570258162916,99.99,1.7797987213134765,76.67,230.32260131835938
160,0.0,0.0004415917193563655,99.978,1.7819627319335938,76.57,230.38409447669983
